otu_id	reference_id	reference_taxonomy	phylum	class	order	family	genus	species	rank	score	abundance
084362c1b52e6a962547681ec0d8e7f9e1dd5b7f	EUK0635609	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_pseudo_sp_0005	genus	0.998	37
0f8b572381e1d0ade6490574baf5c768a704e279	EUK0827645	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Butyriboletus;s__	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Butyriboletus	Butyriboletus_pseudo_sp_0003	genus	0.984	37
c1b937c2050ea4fc072cddaf05df51589e150fee	EUK0634276	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Elaphomycetaceae;g__Elaphomyces;s__	Ascomycota	Eurotiomycetes	Eurotiales	Elaphomycetaceae	Elaphomyces	Elaphomyces_pseudo_sp_0006	genus	1	36
4d41d09c26770b364a38c3e1d470b53077aca9f2	EUK0080193	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Pilodermataceae;g__Piloderma;s__	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_pseudo_sp_0006	genus	0.995	36
74eef6b5bc2c926112262e6ca56f3a15154afcb9	EUK0648890	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0049	genus	1	36
3459ca83f3382ef5e68a89a8e07b823368cfd1ee	EUK0425668	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0090	genus	0.985	36
34e0558a7c0b70e8a6e27ee5686a07cc7439034f	KY774249	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Tylopilus;s__	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Tylopilus	Tylopilus_pseudo_sp_0002	genus	0.981	36
5008423023d21cf41fec168ad344425e28e0997d	AB218120	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0059	genus	0.963	36
533979611a5d59d908617e025b0a9507082e134d	EUK0636701	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Arcangeliella;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Arcangeliella	Arcangeliella_pseudo_sp_0009	genus	0.977	36
744cd46cca12c54fec841e403dfb2ea83695eaef	EUK0633816	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0091	genus	0.975	36
b58de17210aac125613ff7c641d3c60a3fc35892	EUK0635561	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0092	genus	0.99	36
7380bddaf3cf0250308e754495356ad04b97a5d0	UDB016663	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0055	genus	0.998	35
8566e7d52fd7d071eff5ad7084806aa21f26065b	EUK0634113	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gomphales;f__Gomphaceae;g__Ramaria;s__	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria_pseudo_sp_0008	genus	0.994	35
9d71b277bf3c98e6cbc867141d437103455ba534	EUK0634786	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0054	genus	1	35
610005fa4c74a7b2967b5b474d3e8cefa990cea8	EUK1666653	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0049	genus	1	34
1577052e3f4e87b9976234c98ab4ef78d2b52a84	EUK0635554	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0087	genus	0.968	34
2abe8715ddc3e7fa138a7e659e13c4f8b70fb487	JX178606	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_beeverorum	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0089	genus	0.963	34
0397c378ad11fa9797b58c24c88113132cd37d91	EUK0428506	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0052	genus	0.995	34
8dde4e1f8840890de58d0684ecf103d4e8ebac9e	EUK0428338	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0053	genus	0.992	34
13fcc740b903f36de2e580d79bb274ffd84e6d2f	EUK0635588	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0055	genus	0.986	34
4865b9290b0323d3f17456c343491b0a6c7df737	EUK0634226	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0092	genus	0.986	34
9266530c74e61b32f9e0a3066e697122340d19f3	KP308818	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_rufescens	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0056	genus	0.931	34
9bb99a1785ba6c92e01a48c92b93f6287166092c	HM060326	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_asterospora	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe asterospora	species	0.998	34
a77a0fd5d16bdda04d7d8e3565550f2fcd83b0ef	EUK0635721	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Macowanites;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Macowanites	Macowanites_pseudo_sp_0003	genus	0.99	34
c1fae2128d46ef8bfd2204e459f057ca27df597d	EUK0809517	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Descomyces;s__	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Descomyces	Descomyces_pseudo_sp_0004	genus	0.992	33
0007cd9306022a4d5e3473f0f1b3020a3ddcae02	EUK0467442	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0056	genus	0.998	33
e186333563166c434cdff3e5814a2fe2965d3f64	EUK0535649	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina_pseudo_sp_0039	genus	0.957	33
b9666284142a9b36165b0f7dada59da736f782fd	EUK0094217	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gomphales;f__Gomphaceae;g__Ramaria;s__	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria_pseudo_sp_0006	genus	0.985	33
2874aa972f397d3e45ebb8e2173b8f785ac4c5d5	EUK0649282	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Albatrellaceae;g__Albatrellus;s__	Basidiomycota	Agaricomycetes	Russulales	Albatrellaceae	Albatrellus	Albatrellus_pseudo_sp_0001	genus	0.998	33
a621ea3ac2471b2239b24f0a59d8ce205a7a94ba	EUK0820585	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0051	genus	0.997	33
1f439e37a89a1d53dbb47f6dbaf6d5ca6643e275	EUK1662879	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae;g__Clavulina;s__	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina_pseudo_sp_0018	genus	0.982	33
5594965df5fe7f0665f0a1b41ed9e9d0e4c4d3eb	UDB016689	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentellopsis;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	Tomentellopsis_pseudo_sp_0004	genus	0.997	33
71573150806e13ebb662238db86c2c443fee83b1	EUK1005801	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0093	genus	0.977	33
757c01afa3b8b10a42d871434eee82add4b3ef16	JX178488	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_pseudoareolata	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula pseudoareolata	species	0.993	33
bdd23ee45c769ec109ac12015a3771b178170720	KP191882	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Thaxterogaster;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Thaxterogaster	Thaxterogaster_pseudo_sp_0002	genus	0.995	33
46f6963f31a4c6d66a6cef171986f8e6f97b6beb	EUK0638128	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0091	genus	0.962	32
d3c345a019c11d1162c2fbc756a6d3d68abac733	EUK0834885	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Cystangium;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Cystangium	Cystangium_pseudo_sp_0002	genus	0.992	32
31b795f5eb221d0976f4b19461dfaa091e8f0749	EUK1665490	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0093	genus	0.989	32
0a4a545ed2ba8e8efbfbe29ced4acdfa2eaaaf1e	OR348198	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_papakaiensis	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula papakaiensis	species	0.993	32
413618ac4f8f038c094fde96f33199ff643398f3	EUK0635562	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0094	genus	0.985	32
44533e5988eae33e4bff2e1398efcd011de76269	EUK0099431	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Mesophelliaceae;g__Chondrogaster;s__	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Chondrogaster	Chondrogaster_pseudo_sp_0006	genus	0.976	32
6674378a7c47505c94b5d5c1bfca919377ddd9a4	EUK0145595	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Phaeohelotium;s__	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Phaeohelotium	Phaeohelotium_pseudo_sp_0004	genus	0.996	32
749887bc77b41efab018012513dcf9ca12244f72	EUK0633915	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Arcangeliella;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Arcangeliella	Arcangeliella_pseudo_sp_0010	genus	0.998	32
d9b75096525c3c516763bb4bd847eeabe61a3a9c	EUK0817759	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__Laccaria;s__	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria_pseudo_sp_0009	genus	0.987	32
30b9fecb56ab13f15fc952142b316764e0870439	JX679101	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0075	genus	0.998	31
538792b605b30134f647d8fde59226b8d7d5ddf8	EUK0438924	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina_pseudo_sp_0035	genus	0.996	31
98c329fd386666b2fd8eb0b5f0e89c28a69c6139	EUK0634803	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae;g__Clavulina;s__	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina_pseudo_sp_0016	genus	0.984	31
b1765593db5639fb6cae0b153a24844735efb028	EUK0634840	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0090	genus	0.986	31
0ba2ee3c3b9fcd563dd6831599cacc352cab260a	EUK0635423	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Ruhlandiella;s__	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Ruhlandiella	Ruhlandiella_pseudo_sp_0007	genus	1	31
baad749adb940d85e96eee36f01f95e9aec8117b	KF830034	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0058	genus	0.99	31
4499569e13b9395672517d2e924a2530443fdda2	EUK0634514	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0062	genus	0.99	31
8bff7b6291639802bdb669a354d60a7cd9257e93	MH101544	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0095	genus	0.98	31
d00ca7062cfc8c1b87476e1a6e8cedc07e06fff0	GQ981507	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Tuberaceae;g__Labyrinthomyces;s__Labyrinthomyces_varius	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Labyrinthomyces	Labyrinthomyces_pseudo_sp_0002	genus	0.97	30
754871f8ca4d9681edcea66598e3cffc180cbe63	EUK0434725	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gomphales;f__Gomphaceae;g__Ramaria;s__	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria_pseudo_sp_0009	genus	0.965	30
9dcb13ebb23196a71230f5616f53a984d5d5c008	EUK1657882	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0057	genus	0.992	30
98fd0e4c62fc9692fd59d42021e12079c3dc2acf	JF960735	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0096	genus	1	30
793d2b44263c8f83777f25e874f526b7f687f0df	EUK0439728	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Tremellodendron;s__	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Tremellodendron	Tremellodendron_pseudo_sp_0002	genus	0.983	30
92e439c437e6c7296b397b10a63c1177031aca37	EUK0438078	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0095	genus	0.98	30
aa0a798798dede9223ed6d0c02753c8209a894dc	EUK0636727	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0096	genus	0.99	30
f06a2defa29df4ba4a364c42971f6e0a443fb421	GQ890468	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Phellodon;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Phellodon	Phellodon_pseudo_sp_0005	genus	0.903	30
3374ecf02951db5807a69da878a3396faa7f60c5	EUK0113779	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0082	genus	0.995	29
ded43d83718e0f487e1fbd92a692d5d0174fa876	EUK0437968	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0094	genus	1	29
e23675ca5d9240c8abbb2199dc32aeaefe7ff797	EUK0835156	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus_pseudo_sp_0016	genus	0.991	29
8f60f45a1e2c9a980ad03fa952a5d251451f88ae	EUK0639070	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0063	genus	0.985	29
0134014e43efa315caaf5fa2bcaaa1914008c618	EUK0638070	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0097	genus	1	29
4e528901b385c1a292719081563caf191af78fdb	EUK0113662	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0097	genus	0.988	29
a45fd85c18bcf5a922f89d3ced2fb4f746dbacba	EUK0427929	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0061	genus	0.998	29
c7deb29348ec62879d978055168a9744e3fdca63	EUK0634832	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0098	genus	0.992	29
6a13cf386e14a6c3d6f56cc5c3b6228f075e9808	EUK0636702	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0083	genus	0.997	28
f6a6c2d934d3ddff2e2ec9fa8a79feba418a2093	EUK0425514	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0076	genus	1	28
b656b4f1f09e8316c8a38f3ec23278753a52ddc3	MK546590	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_rotundisporus	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius rotundisporus	species	0.998	28
6720110db90ddf290b7dcd52c0ca82408d6170ae	EUK1656430	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__Laccaria;s__	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria_pseudo_sp_0008	genus	0.978	28
a4ed6aef1f5c81d33e579f86f477bcb8f82a4151	EUK0432516	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Phylloporus;s__	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Phylloporus	Phylloporus_pseudo_sp_0001	genus	0.996	28
0a6cbce77eeb1b87428ed0b390e10b7953447ae7	EUK0635683	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0099	genus	1	28
839724afd5b86767f9104be62210d5dedd2f7ba3	GQ890493	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_pseudo_sp_0006	genus	0.985	28
89fc039ad1af1f88f3a06af758958fba2745826a	EUK0644952	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0100	genus	1	28
8e3facab468f14f05d788e94541ef3985b166986	EUK0814970	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0101	genus	0.933	28
4074a1f3c0babbfcf9366521b4d0f3153631cc69	EUK0633914	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__Laccaria;s__	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria_pseudo_sp_0010	genus	0.982	27
2215efc458c72616bd8cda73bd74873e63f2c4fc	EUK1649074	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Amylascus;s__	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Amylascus	Amylascus_pseudo_sp_0002	genus	0.991	27
5166cd7a9d9d92b6b394c7c3dd16d4f42318becd	EUK0835314	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus_pseudo_sp_0017	genus	1	27
6e1497f470767e8c1391fec8240a469173671e9d	EUK0634326	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0100	genus	0.991	27
77e2c7672dba9e8159c10978e1b972619c28e8f2	EUK0844539	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0066	genus	0.965	27
83d87026df9c9495ea1301da52fc3f3b431f64b5	KP191953	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Gallaceaceae;g__Austrogautieria;s__	Basidiomycota	Agaricomycetes	Hysterangiales	Gallaceaceae	Austrogautieria	Austrogautieria_pseudo_sp_0005	genus	0.974	27
e793d3af172a4798c750f59bc56ef651abd4f350	KY684560	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Helvellosebacina;s__	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Helvellosebacina	Helvellosebacina_pseudo_sp_0005	genus	0.983	27
335b221a0b00e2b0df821f7297264aa9d6d79537	KC305455	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0046	genus	0.994	26
8962058db5112acd3d9fb1e70f54084319235752	EUK1667475	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0057	genus	0.981	26
193980b5008197fa63095f3f8a196e1f0a6ce28c	EUK0432501	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Fistulinella;s__	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Fistulinella	Fistulinella_pseudo_sp_0001	genus	0.994	26
774806ef07d4c6621494eb63bcd834162c9313ef	KP641620	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0050	genus	0.998	26
359fa64c1206381716221208c50116090ce6d851	UDB004016	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Descolea;s__	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Descolea	Descolea_pseudo_sp_0001	genus	0.994	26
8003defc2cce3a887ef4785457933884bd5c4722	EUK0820585	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0059	genus	0.956	26
